Reading,Depth,Cone,Friction,Pore 2,Slope x,Slope y
10137,62.356,26.5879,0.1429,0.4734,-11.6664,2.7328
10138,62.365,26.4146,0.1203,0.5154,-11.6711,2.7767
10139,62.374,26.2143,0.1317,0.4738,-11.6783,2.7778
10140,62.383,25.9136,0.1400,0.5248,-11.6817,2.8221
10141,62.392,25.4044,0.1478,0.5017,-11.6577,2.8743
10142,62.401,24.6990,0.1544,0.5102,-11.6775,2.8482
10143,62.411,23.7004,0.1611,0.4918,-11.6652,2.8777
10144,62.421,22.3157,0.1671,0.4729,-11.6560,2.8935
10145,62.431,20.2865,0.1718,0.4702,-11.6454,2.9435
10146,62.442,17.8722,0.1734,0.4717,-11.6390,2.9965
10147,62.453,15.1136,0.1729,0.4898,-11.6171,2.9943
10148,62.463,12.3737,0.1757,0.5084,-11.5805,3.0320
10149,62.474,10.4657,0.1843,0.5129,-11.5949,3.0557
10150,62.484,9.1487,0.1992,0.6184,-11.5878,3.0615
10151,62.494,8.2582,0.2187,0.6852,-11.5885,3.0909
10152,62.505,7.6184,0.2490,0.8249,-11.6049,3.1313
10153,62.514,6.8139,0.2951,0.9205,-11.5967,3.1544
10154,62.525,6.0447,0.3521,0.9289,-11.6044,3.1606
10155,62.534,5.4917,0.3855,1.0662,-11.6018,3.2265
10156,62.543,5.0874,0.4031,1.3398,-11.6053,3.2618
10157,62.554,5.0010,0.4266,1.7428,-11.6176,3.2964
10158,62.563,4.9757,0.4415,2.1498,-11.6028,3.3315
10159,62.572,5.5449,0.4342,2.3747,-11.5731,3.4289
10160,62.582,6.7889,0.4259,2.4780,-11.5548,3.4299
10161,62.592,8.1855,0.4138,2.5069,-11.5369,3.4767
10162,62.601,9.8079,0.3887,2.3840,-11.5487,3.5310
10163,62.610,11.6139,0.3569,2.1685,-11.5265,3.5592
10164,62.621,13.2298,0.3235,1.4517,-11.5489,3.5381
10165,62.631,14.6486,0.2844,0.6493,-11.5229,3.5308
10166,62.641,15.6922,0.2526,0.4890,-11.5399,3.5890
10167,62.652,16.3567,0.2430,0.4545,-11.5146,3.6029
10168,62.662,16.9569,0.2259,0.3855,-11.5052,3.6083
10169,62.670,17.3920,0.2032,0.3773,-11.4913,3.6062
10170,62.670,17.7246,0.1788,0.3446,-11.4876,3.6303
10171,62.675,16.9584,0.1719,0.3929,-11.4708,3.6600
10172,62.684,16.6574,0.1727,0.4338,-11.4898,3.6441
10173,62.694,17.9960,0.1530,0.3571,-11.4917,3.6567
10174,62.704,18.1219,0.1383,0.3659,-11.5012,3.6276
10175,62.714,18.2092,0.1288,0.3749,-11.5017,3.6903
10176,62.723,18.2431,0.1225,0.3760,-11.5102,3.7215
10177,62.734,18.2167,0.1158,0.3835,-11.4747,3.7097
10178,62.744,18.1561,0.1112,0.3802,-11.4766,3.7357
10179,62.754,18.0254,0.0930,0.4344,-11.4699,3.7659
10180,62.765,17.8560,0.0818,0.4437,-11.4956,3.7875
10181,62.776,17.6120,0.0728,0.4807,-11.4714,3.8041
10182,62.785,17.3207,0.0815,0.4815,-11.4622,3.8284
10183,62.795,17.0592,0.0930,0.4788,-11.4543,3.8734
10184,62.806,16.8712,0.1063,0.4758,-11.4444,3.8468
10185,62.816,16.6293,0.1166,0.4776,-11.4445,3.8596
10186,62.826,16.2887,0.1211,0.4531,-11.4420,3.9007
10187,62.837,15.9303,0.1255,0.4596,-11.4279,3.9465
10188,62.846,15.6900,0.1315,0.3491,-11.4072,3.9643
10189,62.856,15.5281,0.1415,0.3760,-11.4152,4.0121
10190,62.866,15.7421,0.1513,0.3910,-11.4127,4.0262
10191,62.876,16.1445,0.1617,0.3554,-11.4414,4.0793
10192,62.885,16.7189,0.1740,0.2547,-11.4197,4.1107
10193,62.895,17.5037,0.1822,0.1980,-11.4079,4.1458
10194,62.904,18.2644,0.1820,0.1690,-11.3894,4.1657
10195,62.913,18.6229,0.1851,0.2181,-11.3617,4.1673
10196,62.922,18.8182,0.1943,0.1865,-11.3690,4.2161
10197,62.933,19.1195,0.1820,0.1372,-11.3611,4.2190
10198,62.943,19.2908,0.1700,0.1103,-11.3544,4.1967
10199,62.952,19.4539,0.1624,0.1353,-11.3438,4.2331
10200,62.963,19.7812,0.1564,0.1419,-11.3444,4.2608
10201,62.974,20.0325,0.1491,0.1484,-11.3180,4.2877
10202,62.983,20.3698,0.1391,0.1682,-11.3234,4.3041
10203,62.993,20.6597,0.1279,0.1894,-11.3136,4.2977
10204,63.004,21.0096,0.1202,0.2212,-11.3030,4.3385
10205,63.014,21.3325,0.1142,0.2329,-11.2595,4.4162
10206,63.024,21.6352,0.1073,0.2676,-11.2816,4.3581
10207,63.034,21.8417,0.0994,0.3104,-11.2510,4.3981
10208,63.043,21.9585,0.0865,0.3565,-11.2812,4.3886
10209,63.054,21.9056,0.0785,0.4059,-11.2841,4.3685
10210,63.064,21.8276,0.0770,0.4406,-11.2595,4.4073
10211,63.074,21.7578,0.0800,0.4778,-11.2500,4.4388
10212,63.084,21.6990,0.0848,0.4928,-11.2719,4.4765
10213,63.094,21.7178,0.0871,0.5083,-11.2437,4.4556
10214,63.103,21.6892,0.0885,0.5260,-11.2348,4.4744
10215,63.115,21.7326,0.0917,0.5439,-11.2101,4.4734
10216,63.124,21.8144,0.0948,0.5452,-11.2015,4.5041
10217,63.136,21.7990,0.0953,0.5575,-11.1883,4.5660
10218,63.145,21.7195,0.0958,0.5457,-11.1644,4.5854
10219,63.155,21.5309,0.0971,0.5475,-11.1376,4.6421
10220,63.166,21.2397,0.0978,0.5557,-11.1191,4.6567
10221,63.176,20.8607,0.0997,0.5522,-11.1044,4.7203
10222,63.186,20.2676,0.0998,0.5745,-11.0928,4.7511
10223,63.196,19.9052,0.0991,0.5871,-11.0735,4.7857
10224,63.208,19.6556,0.0970,0.5853,-11.0557,4.7920
10225,63.217,19.3825,0.0966,0.5963,-11.0363,4.8594
10226,63.228,19.1345,0.0956,0.5959,-11.0494,4.8294
10227,63.238,18.9176,0.0982,0.5931,-10.9989,4.8279
10228,63.248,18.7160,0.1004,0.5913,-11.0073,4.8812
10229,63.259,18.5292,0.1014,0.5925,-11.0060,4.9013
10230,63.269,18.6218,0.1070,0.5585,-10.9992,4.9118
10231,63.279,18.4697,0.1072,0.6139,-10.9350,4.9421
10232,63.290,18.5912,0.1115,0.5831,-10.9510,4.9962
10233,63.300,18.6128,0.1109,0.5718,-10.9031,5.0292
10234,63.309,18.6935,0.1091,0.5575,-10.9015,5.0477
10235,63.320,18.8206,0.1103,0.5769,-10.9072,5.0854
10236,63.330,19.0116,0.1115,0.5652,-10.8664,5.1203
10237,63.340,19.2414,0.1118,0.5665,-10.8772,5.1399
10238,63.350,19.5350,0.1105,0.5475,-10.8618,5.1466
10239,63.359,19.8298,0.1113,0.5410,-10.8594,5.1751
10240,63.369,20.0752,0.1115,0.5333,-10.8775,5.2140
10241,63.378,20.2905,0.1119,0.5239,-10.8576,5.2378
10242,63.387,20.5386,0.1132,0.5334,-10.8412,5.2462
10243,63.396,20.7880,0.1138,0.5330,-10.8115,5.2749
10244,63.405,20.9553,0.1159,0.5399,-10.8089,5.3294
10245,63.414,21.1762,0.1167,0.5297,-10.7800,5.3297
10246,63.424,21.4000,0.1189,0.5387,-10.7743,5.3424
10247,63.432,21.6134,0.1217,0.5382,-10.7968,5.3747
10248,63.442,21.7142,0.1189,0.5391,-10.7938,5.3688
10249,63.450,21.8256,0.1195,0.5350,-10.7605,5.3825
10250,63.457,21.9570,0.1187,0.5426,-10.7370,5.3910
10251,63.466,21.9978,0.1171,0.5292,-10.7234,5.4131
10252,63.474,21.9979,0.1164,0.5552,-10.7435,5.4546
10253,63.482,21.9975,0.1167,0.5645,-10.7303,5.4697
10254,63.491,21.9650,0.1152,0.5819,-10.7156,5.4912
10255,63.499,21.9388,0.1163,0.5713,-10.7115,5.4847
10256,63.507,21.9489,0.1164,0.5793,-10.7049,5.4959
10257,63.515,22.0271,0.1155,0.5944,-10.6761,5.5364
10258,63.523,22.0549,0.1150,0.6004,-10.6776,5.5322
10259,63.531,22.0794,0.1143,0.6002,-10.6494,5.5408
10260,63.539,22.1689,0.1135,0.5998,-10.6521,5.5846
10261,63.547,22.2501,0.1128,0.5926,-10.6490,5.5820
10262,63.556,22.3683,0.1131,0.5847,-10.6325,5.5889
10263,63.563,22.4877,0.1138,0.5981,-10.6227,5.5978
10264,63.570,22.5972,0.1150,0.5799,-10.6259,5.6040
10265,63.578,22.6736,0.1159,0.5783,-10.6237,5.6041
10266,63.585,22.8499,0.1148,0.5741,-10.6413,5.6233
10267,63.591,22.9215,0.1153,0.5670,-10.6204,5.5680
10294,63.641,23.1593,0.1081,0.5348,-10.5724,5.6712
10295,63.651,23.0917,0.1068,0.5247,-10.5549,5.7059
10296,63.662,23.0069,0.1068,0.5428,-10.5448,5.7138
10297,63.671,22.9367,0.1050,0.5506,-10.5468,5.7291
10298,63.682,23.0083,0.1009,0.5645,-10.5595,5.7332
10299,63.692,23.2062,0.0952,0.5841,-10.5354,5.7820
10300,63.702,23.4839,0.0930,0.5723,-10.5498,5.8341
10301,63.712,23.9212,0.0927,0.5538,-10.5142,5.7966
10302,63.722,24.4788,0.0904,0.5665,-10.4987,5.7707
10303,63.731,25.1072,0.0863,0.5474,-10.4976,5.8279
10304,63.741,25.7525,0.0887,0.5366,-10.5016,5.8502
10305,63.750,26.4040,0.0874,0.5093,-10.5053,5.8616
10306,63.760,27.0375,0.0861,0.5021,-10.4630,5.8924
10307,63.769,27.7920,0.0877,0.5052,-10.4845,5.9457
10308,63.777,28.4945,0.0859,0.5010,-10.4651,5.9583
10309,63.787,29.0549,0.0846,0.4903,-10.4401,5.9349
10310,63.796,29.4109,0.0867,0.4892,-10.4412,5.9794
10311,63.805,29.6891,0.0889,0.5022,-10.4326,5.9768
10312,63.814,29.9140,0.0873,0.4898,-10.4267,6.0293
10313,63.823,30.1879,0.0895,0.4813,-10.4132,5.9952
10314,63.830,30.6145,0.0916,0.4673,-10.4060,6.0258
10315,63.837,30.9820,0.0930,0.4284,-10.3666,6.0804
10316,63.844,30.6273,0.0954,0.4436,-10.3655,6.0924
10317,63.853,31.2992,0.0938,0.4365,-10.3417,6.1174
10318,63.861,31.5435,0.0935,0.4811,-10.3592,6.1330
10319,63.869,32.0697,0.0964,0.4539,-10.3498,6.1755
10320,63.879,32.2945,0.1025,0.5226,-10.3430,6.1838
10346,63.925,32.7372,0.1040,0.5525,-10.2905,6.2295
10347,63.933,33.8421,0.1032,0.5450,-10.2766,6.2697
10348,63.941,33.6689,0.1071,0.5164,-10.2628,6.2928
10349,63.949,33.4632,0.1096,0.5224,-10.2621,6.2956
10350,63.957,34.2903,0.1100,0.5574,-10.2438,6.2983
10351,63.965,34.4379,0.1116,0.5074,-10.2310,6.3283
10352,63.972,34.4318,0.1170,0.5020,-10.1963,6.3605
10353,63.971,33.5708,0.1252,0.5164,-10.2113,6.3850
10358,63.990,34.2672,0.1267,0.5477,-10.2119,6.4405
10359,63.996,33.7446,0.1395,0.5524,-10.2011,6.4056
10360,64.007,34.4994,0.1375,0.4903,-10.1932,6.4403
10361,64.014,34.5259,0.1408,0.5111,-10.1740,6.4191
10362,64.022,34.5757,0.1450,0.5037,-10.2220,6.4492
10363,64.029,34.8243,0.1440,0.4482,-10.1118,6.5188
10395,64.072,36.7535,0.1496,0.5053,-10.1234,6.5126
10396,64.082,36.8694,0.1478,0.4975,-10.1307,6.5284
10397,64.084,36.9451,0.1428,0.5299,-10.1398,6.5631
10401,64.098,36.2959,0.1550,0.5760,-10.1294,6.5738
10402,64.106,36.8501,0.1407,0.5777,-10.1340,6.6455
10403,64.113,37.1294,0.1393,0.5619,-10.1020,6.6730
10404,64.120,37.2021,0.1409,0.5720,-10.1094,6.6533
10409,64.131,35.6439,0.1601,0.6164,-10.0920,6.6190
10410,64.140,37.0420,0.1461,0.5541,-10.0906,6.6501
10447,64.185,37.7864,0.1539,0.5284,-10.0211,6.7631
10448,64.186,37.8948,0.1562,0.5310,-10.0232,6.7743
10453,64.206,38.0773,0.1665,0.5328,-9.9792,6.7951
10454,64.213,38.2313,0.1711,0.5063,-9.9907,6.8157
10455,64.221,38.4643,0.1741,0.5108,-9.9713,6.8097
10456,64.230,38.5950,0.1784,0.4939,-9.9880,6.8547
10457,64.238,38.6403,0.1782,0.4388,-9.9276,6.9095
10458,64.245,38.6202,0.1780,0.4769,-9.9189,6.8790
10459,64.252,38.2031,0.1806,0.4788,-9.9335,6.8758
10460,64.259,37.7960,0.1803,0.4721,-9.9441,6.9115
10461,64.267,38.0252,0.1689,0.4818,-9.8641,6.8938
10462,64.276,38.6743,0.1679,0.4737,-9.7633,6.9652
10463,64.284,38.4008,0.1662,0.4372,-9.8595,6.9226
10464,64.294,38.0458,0.1571,0.4292,-9.9018,6.9275
10465,64.303,37.4400,0.1552,0.4410,-9.8781,6.9460
10466,64.313,36.5289,0.1519,0.4319,-9.8290,6.9520
10467,64.322,35.6592,0.1516,0.4511,-9.8248,7.0193
10468,64.331,34.6768,0.1512,0.4477,-9.8518,6.9955
10469,64.340,33.8780,0.1468,0.4284,-9.8147,7.0274
10470,64.351,33.0527,0.1443,0.4309,-9.7850,7.0489
10471,64.360,32.2911,0.1445,0.4652,-9.7424,7.0539
10472,64.370,31.5975,0.1440,0.4855,-9.7509,7.0768
10473,64.379,30.9560,0.1430,0.4832,-9.7394,7.0995
10474,64.388,30.1135,0.1391,0.5169,-9.7287,7.0899
10475,64.397,29.4611,0.1377,0.5407,-9.7037,7.1312
10476,64.407,28.8497,0.1385,0.5480,-9.7177,7.1399
10477,64.416,28.3158,0.1339,0.5125,-9.6847,7.1673
10478,64.427,27.6313,0.1342,0.5116,-9.6326,7.2282
10479,64.436,27.0610,0.1328,0.5006,-9.6313,7.2315
10480,64.446,26.4500,0.1343,0.4587,-9.6452,7.2573
10481,64.456,25.8392,0.1356,0.4630,-9.5943,7.2576
10482,64.466,25.3044,0.1339,0.4578,-9.5884,7.3159
10483,64.475,24.8724,0.1358,0.4767,-9.5745,7.3426
10484,64.486,24.4926,0.1387,0.4281,-9.5536,7.3109
10485,64.494,24.0224,0.1410,0.4126,-9.5519,7.3238
10486,64.502,23.2460,0.1431,0.4288,-9.5625,7.4141
10487,64.513,23.0980,0.1418,0.4215,-9.5429,7.4131
10488,64.522,22.7075,0.1438,0.4432,-9.5064,7.4263
10489,64.532,22.2702,0.1447,0.4731,-9.5012,7.4495
10490,64.541,21.8139,0.1458,0.4729,-9.4802,7.4631
10491,64.550,21.4400,0.1392,0.4939,-9.4620,7.5138
10492,64.559,21.0536,0.1358,0.5125,-9.4256,7.4835
10493,64.569,20.8901,0.1340,0.5164,-9.4128,7.4725
10494,64.579,20.7374,0.1312,0.5510,-9.4200,7.5481
10495,64.588,20.6131,0.1301,0.5443,-9.3607,7.5318
10496,64.598,20.6059,0.1267,0.5222,-9.4129,7.5325
10497,64.607,20.5798,0.1267,0.5145,-9.3782,7.6020
10498,64.616,20.4261,0.1268,0.5039,-9.3661,7.6111
10499,64.626,20.3648,0.1284,0.5028,-9.3398,7.6344
10500,64.636,20.3302,0.1254,0.5039,-9.3372,7.6475
10501,64.646,20.1626,0.1238,0.5142,-9.3139,7.6233
10502,64.655,20.0684,0.1233,0.5252,-9.3250,7.6726
10503,64.664,19.8238,0.1220,0.5354,-9.2871,7.6937
10504,64.673,19.6635,0.1230,0.5370,-9.2897,7.6653
10505,64.681,19.4235,0.1178,0.5343,-9.2483,7.7180
10506,64.690,19.1388,0.1138,0.5231,-9.2411,7.7293
10507,64.699,18.9491,0.1107,0.5348,-9.2240,7.7485
10508,64.709,18.7342,0.1064,0.5526,-9.2344,7.7596
10509,64.718,18.5301,0.1024,0.5568,-9.2004,7.7962
10510,64.727,18.4454,0.0975,0.5483,-9.2146,7.8283
10511,64.737,18.2536,0.0911,0.5824,-9.1884,7.8402
10512,64.746,18.0752,0.0872,0.5768,-9.1694,7.8748
10513,64.756,18.0342,0.0894,0.5920,-9.1485,7.8806
10514,64.765,18.0259,0.0892,0.5894,-9.1523,7.8799
10515,64.774,18.0113,0.0917,0.5864,-9.1534,7.9328
10516,64.785,17.8901,0.0930,0.5871,-9.1184,7.9147
10517,64.794,17.8156,0.0928,0.5826,-9.1204,7.9196
10518,64.804,17.6353,0.0939,0.6029,-9.0889,7.9383
10519,64.815,17.4794,0.0943,0.5813,-9.0352,7.9574
10520,64.824,17.2980,0.0983,0.5851,-9.0163,7.9620
10521,64.834,17.2241,0.1019,0.5845,-9.0175,8.0232
10522,64.845,17.3235,0.1050,0.5930,-9.0000,8.0411
10523,64.855,17.4249,0.1076,0.5963,-8.9981,8.0684
10524,64.864,17.5398,0.1123,0.5781,-9.0037,8.0831
10525,64.875,17.6257,0.1185,0.5497,-8.9700,8.0987
10526,64.885,17.7223,0.1249,0.4905,-8.9465,8.0824
10527,64.895,17.7795,0.1285,0.4718,-8.9367,8.1135
10528,64.905,17.6824,0.1300,0.4638,-8.9339,8.0785
10529,64.916,17.6038,0.1317,0.4656,-8.9483,8.1430
10561,64.965,16.3887,0.1315,0.5355,-8.8614,8.1854
10562,64.976,16.1822,0.1314,0.5593,-8.8516,8.1913
10563,64.986,15.9436,0.1332,0.5413,-8.8131,8.2226
10564,64.997,15.7245,0.1319,0.5539,-8.8057,8.2200
10565,65.007,15.4781,0.1306,0.5436,-8.7947,8.2803
10566,65.018,15.3543,0.1300,0.5762,-8.7940,8.2401
10567,65.028,15.1876,0.1320,0.5844,-8.7602,8.2538
10568,65.038,15.1123,0.1377,0.5943,-8.7635,8.2905
10569,65.048,14.9976,0.1412,0.5953,-8.7744,8.2855
10570,65.059,14.9680,0.1417,0.5947,-8.7546,8.3297
10571,65.069,14.9709,0.1437,0.6077,-8.7133,8.3149
10572,65.079,15.0453,0.1456,0.6161,-8.7122,8.3430
10573,65.090,15.1285,0.1465,0.6092,-8.6965,8.3365
10574,65.100,15.3166,0.1456,0.5896,-8.7189,8.3781
10575,65.109,15.5627,0.1486,0.5953,-8.6753,8.4217
10576,65.121,15.9506,0.1523,0.5900,-8.6999,8.3783
10577,65.130,16.4581,0.1539,0.5681,-8.6448,8.3898
10578,65.141,17.0252,0.1529,0.5586,-8.6666,8.4524
10579,65.150,17.7026,0.1529,0.5002,-8.6554,8.4575
10580,65.160,18.2996,0.1514,0.4866,-8.6396,8.4523
10581,65.171,19.0282,0.1514,0.4808,-8.6496,8.4751
10582,65.181,19.9947,0.1502,0.4552,-8.6444,8.5004
10583,65.192,20.9532,0.1444,0.4526,-8.6379,8.5652
10584,65.201,21.9854,0.1412,0.4213,-8.6361,8.6208
10585,65.211,22.9752,0.1386,0.4497,-8.6263,8.6580
10586,65.221,23.4871,0.1363,0.4209,-8.6392,8.6320
10587,65.232,23.9518,0.1251,0.3973,-8.5944,8.6264
10588,65.241,24.8258,0.1181,0.3251,-8.6136,8.6278
10589,65.250,25.6023,0.1137,0.4060,-8.5760,8.5897
10590,65.261,26.7109,0.1162,0.3610,-8.5814,8.5892
10591,65.271,26.6707,0.1019,0.4555,-12.0569,8.7881
10592,65.281,26.2325,0.1067,0.4540,-9.0821,8.6247
10593,65.291,26.0896,0.1036,0.4701,-8.5979,8.6525
10594,65.302,25.9846,0.0938,0.3876,-8.5271,8.6173
10595,65.312,25.0149,0.0942,0.3976,-8.5287,8.6054
10596,65.322,24.4665,0.0979,0.4225,-8.5399,8.5928
10597,65.333,24.1344,0.0958,0.4109,-8.5189,8.6107
10598,65.343,24.0557,0.0959,0.4061,-8.5075,8.6292
10610,65.401,24.2414,0.1264,0.5948,-8.5131,8.6895
10611,65.411,24.6345,0.1311,0.5741,-8.5273,8.7580
10612,65.421,24.8666,0.1278,0.5933,-8.5012,8.7389
10613,65.431,24.9890,0.1285,0.6131,-8.4830,8.7408
10614,65.441,25.1109,0.1300,0.6041,-8.4743,8.7508
10615,65.452,24.9657,0.1313,0.5990,-8.4545,8.7944
10616,65.462,24.8391,0.1238,0.5807,-8.4090,8.8076
10617,65.472,24.7719,0.1227,0.5764,-8.3600,8.8239
10618,65.483,24.8018,0.1281,0.5719,-8.3545,8.8470
10619,65.493,24.8747,0.1342,0.5694,-8.3557,8.8727
10620,65.504,24.5046,0.1288,0.5936,-8.3433,8.8909
10621,65.514,24.6166,0.1247,0.5933,-8.3520,8.8737
10622,65.524,24.3577,0.1169,0.6175,-8.3241,8.9082
10623,65.534,24.2574,0.1103,0.6241,-8.3124,8.9565
10624,65.545,24.1740,0.1042,0.5813,-8.2710,8.9429
10625,65.555,24.3216,0.0988,0.5734,-8.2535,8.9558
10626,65.565,24.0187,0.0889,0.6230,-8.2254,8.9476
10627,65.574,23.9381,0.0944,0.6196,-8.2137,9.0184
10628,65.586,23.7816,0.0885,0.6086,-8.1927,8.9882
10629,65.595,23.6534,0.0861,0.6151,-8.1776,9.0163
10630,65.605,23.6144,0.0886,0.6215,-8.2137,9.0481
10631,65.616,23.7297,0.0901,0.6141,-8.1503,9.0248
10632,65.626,23.7645,0.0933,0.6174,-8.1192,9.0502
10633,65.636,23.7779,0.0965,0.6130,-8.0837,9.0677
10634,65.646,23.7204,0.0985,0.6278,-8.0650,9.0770
10635,65.657,23.6817,0.1015,0.6225,-8.0567,9.0805
10636,65.667,23.5272,0.1027,0.6283,-8.0560,9.0458
10637,65.678,23.3745,0.1009,0.6248,-8.0233,9.0699
10638,65.688,23.2582,0.0940,0.6329,-8.0284,9.1077
10639,65.697,23.2663,0.0958,0.6194,-7.9942,9.0892
10640,65.707,22.9724,0.0981,0.6417,-8.0053,9.0955
10641,65.718,22.9079,0.0976,0.5867,-7.9987,9.1279
10642,65.727,22.8084,0.1080,0.6221,-7.9730,9.1386
10643,65.738,22.8354,0.1065,0.6169,-7.9677,9.1533
10644,65.748,22.8411,0.1048,0.6272,-7.9517,9.1557
10645,65.758,22.8884,0.1048,0.6403,-7.9082,9.1705
10646,65.769,22.9939,0.1063,0.6265,-7.8812,9.1893
10647,65.778,23.1069,0.1086,0.6254,-7.8704,9.2163
10648,65.788,23.1929,0.1068,0.6354,-7.8857,9.1954
10649,65.799,23.2789,0.1032,0.6234,-7.8691,9.2322
10650,65.808,23.1931,0.1019,0.6318,-7.8601,9.2724
10651,65.819,23.1212,0.0992,0.6335,-7.8049,9.2802
10652,65.829,23.0087,0.0966,0.6327,-7.7404,9.3354
10653,65.839,22.8734,0.1030,0.6244,-7.7408,9.3397
10654,65.850,22.5431,0.1009,0.6258,-7.7249,9.3447
10655,65.859,22.3144,0.0948,0.6257,-7.6996,9.3697
10656,65.870,22.2626,0.0818,0.6164,-7.6640,9.4377
10657,65.880,22.2740,0.0814,0.6246,-7.6243,9.3799
10658,65.889,22.0972,0.0803,0.6196,-7.6378,9.4220
10659,65.899,22.0010,0.0812,0.6234,-7.6213,9.4409
10660,65.910,21.9923,0.0797,0.6259,-7.6062,9.4715
10661,65.920,22.1302,0.0774,0.6022,-7.5717,9.4729
10662,65.930,22.4062,0.0758,0.6056,-7.5732,9.4766
10663,65.939,22.7800,0.0752,0.5888,-7.5365,9.5223
10664,65.950,23.1391,0.0750,0.5977,-7.5468,9.5242
10665,65.959,23.7712,0.0753,0.5668,-7.5115,9.5678
10666,65.969,24.3907,0.0759,0.5489,-7.5078,9.5967
10667,65.979,25.2035,0.0769,0.5332,-7.4883,9.5672
10668,65.987,26.2584,0.0787,0.4858,-7.4833,9.6058
10669,65.995,27.2390,0.0807,0.4742,-7.4753,9.6506
10670,66.003,27.9666,0.0827,0.4621,-7.4963,9.6554
10671,66.012,28.1436,0.0824,0.4554,-7.5319,9.7305
10672,66.023,27.9413,0.0799,0.4433,-7.5123,9.6431
10673,66.032,27.6446,0.0810,0.4424,-7.5423,9.6426
10674,66.040,27.5770,0.0811,0.4340,-7.5537,9.6375
10675,66.049,28.4347,0.0781,0.4167,-7.5160,9.6062
10676,66.058,29.4134,0.0806,0.3949,-7.5081,9.5887
10677,66.066,29.7342,0.0860,0.4142,-7.5320,9.5080
10678,66.074,29.7208,0.0819,0.4208,-8.0427,9.4855
10679,66.082,29.8000,0.1356,0.4903,-7.5473,9.5854
10680,66.091,29.2534,0.1315,0.4947,-7.4796,9.5439
10681,66.101,28.9053,0.1514,0.5611,-7.4985,9.5393
10682,66.111,29.5701,0.1501,-0.0411,-7.6718,9.5085
10693,66.163,28.6179,0.1538,0.5885,-7.3082,9.6158
10694,66.173,28.8513,0.1535,0.5894,-7.3188,9.6630
10695,66.183,28.8981,0.1562,0.5991,-7.3156,9.6322
10696,66.193,28.8662,0.1623,0.6017,-7.2784,9.6447
10724,66.249,27.9024,0.1199,0.6025,-7.2237,9.7716
10725,66.259,27.7187,0.1119,0.6059,-7.2096,9.7784
10726,66.269,27.7229,0.1005,0.5964,-7.1778,9.7963
10727,66.280,27.6783,0.1052,0.5127,-7.1626,9.8059
10728,66.289,27.8324,0.1065,0.4600,-7.1248,9.7994
10729,66.301,27.5247,0.1123,0.4550,-7.1006,9.7934
10730,66.311,27.5541,0.1220,0.5344,-7.1012,9.7999
10731,66.320,27.1980,0.1227,0.4862,-7.0717,9.8214
10732,66.331,26.8387,0.1166,0.4777,-7.0933,9.7900
10733,66.341,26.4674,0.1141,0.4877,-7.0688,9.8169
10734,66.352,26.0943,0.1134,0.5264,-7.0558,9.8133
10735,66.362,25.8522,0.1118,0.5815,-7.0405,9.8653
10736,66.373,25.4769,0.1045,0.5715,-7.0470,9.8774
10737,66.383,25.2423,0.1035,0.5754,-7.0020,9.8885
10738,66.393,25.0798,0.1044,0.5920,-7.0033,9.8921
10739,66.403,24.9270,0.1031,0.5944,-6.9876,9.8774
10740,66.413,24.9039,0.1025,0.5926,-6.9797,9.9256
10741,66.424,25.1070,0.1034,0.6078,-6.9579,9.8716
10742,66.434,25.5072,0.0996,0.6139,-6.9712,9.8740
10743,66.443,25.8353,0.1074,0.6034,-6.9566,9.8496
10744,66.455,26.0758,0.1054,0.5973,-6.9714,9.8042
10745,66.465,26.2241,0.1049,0.6029,-6.9633,9.8786
10746,66.474,26.1182,0.1047,0.6105,-6.9655,9.8636
10747,66.484,26.5294,0.1071,0.6339,-6.9516,9.8732
10748,66.495,26.8923,0.1101,0.5826,-6.8992,9.8979
10749,66.505,26.8549,0.1123,0.6136,-7.1760,9.7072
10750,66.514,25.9858,0.1496,0.6159,-6.9430,9.8230
10751,66.525,26.0536,0.1657,0.5218,-6.9098,9.8222
10752,66.535,26.2368,0.1651,0.5675,-6.8555,9.8644
10753,66.545,26.2631,0.1589,0.6033,-6.8302,9.8358
10754,66.556,26.4747,0.1538,0.6153,-6.7938,9.8958
10755,66.565,26.6279,0.1534,0.6161,-6.8091,9.9218
10756,66.574,26.9734,0.1492,0.5939,-6.7597,9.8849
10757,66.584,27.2129,0.1447,0.6013,-6.7617,9.9393
10758,66.594,27.5090,0.1455,0.4835,-6.7038,9.9501
10759,66.604,27.7652,0.1521,0.6175,-6.6797,9.9902
10760,66.613,28.0183,0.1451,0.6108,-6.6495,9.9683
10761,66.623,28.2390,0.1447,0.6040,-6.5966,9.9706
10762,66.632,28.3658,0.1420,0.6007,-6.6081,9.9844
10763,66.641,28.3214,0.1369,0.6222,-6.5877,10.0155
10764,66.652,28.3969,0.1317,0.6099,-6.6000,10.0213
10765,66.660,28.2060,0.1134,0.5875,-6.5531,10.0049
10766,66.671,27.9584,0.0823,0.5834,-6.5576,10.0506
10767,66.680,27.9496,0.0788,0.5776,-6.5729,10.0269
10768,66.690,27.7499,0.0799,0.5880,-6.6188,10.0250
10769,66.700,27.5216,0.0796,0.5863,-6.6177,10.0596
10770,66.710,27.3743,0.0808,0.5993,-6.5854,10.0012
10771,66.719,27.1505,0.0849,0.5906,-6.5318,10.0460
